time per pixel, energy per pixel, configuration
1.05758277664, 0.24503126335999997, ways=00.79492060872, 0.097673026, ways=10.45354977152000003, 0.052900733119999994, ways=20.65745783872, 0.08208802550399999, ways=41.11498531264, 0.17111178406400002, ways=8
