time per pixel, energy per pixel, configuration
1.05758277664, 0.24503126335999997, ways=00.79490403584, 0.09767037199999999, ways=10.45353271544, 0.05289800564, ways=20.65744081384, 0.082085279488, ways=41.11496827208, 0.171109018808, ways=8
