time per pixel, energy per pixel, configuration
3.5968230001599997, 0.45167950984, ways=01.44526425136, 0.11294038799999999, ways=11.49444875432, 0.16047086491999998, ways=22.3654519933600002, 0.285709219552, ways=44.20109514416, 0.642442897616, ways=8
